0,0,431,82,46,56,1,1,1
0,1,144,228,56,66,1,1,1
0,2,553,205,50,62,1,1,1
0,3,438,230,49,68,1,1,1
0,4,370,201,32,38,1,1,1
0,5,326,214,72,76,1,1,1
0,6,312,222,21,44,1,1,1
1,2,554,205,51,62,1,1,1
1,1,145,229,54,64,1,1,1
1,0,434,81,47,58,1,1,1
1,3,439,221,56,61,1,1,1
1,4,374,199,30,41,1,1,1
1,5,340,225,60,65,1,1,1
1,6,312,220,30,47,1,1,1
2,2,556,204,50,61,1,1,1
2,0,435,80,46,58,1,1,1
2,1,148,229,53,61,1,1,1
2,6,312,222,37,45,1,1,1
2,3,438,219,60,65,1,1,1
2,5,325,214,79,79,1,1,1
3,2,559,202,50,60,1,1,1
3,1,151,230,53,61,1,1,1
3,0,436,78,50,59,1,1,1
3,3,445,200,58,62,1,1,1
3,4,382,204,29,36,1,1,1
3,6,312,220,37,39,1,1,1
3,5,322,213,82,82,1,1,1
4,2,563,202,48,57,1,1,1
4,3,444,195,52,65,1,1,1
4,1,155,230,51,57,1,1,1
4,0,437,78,50,58,1,1,1
4,5,326,220,72,91,1,1,1
4,4,377,198,37,39,1,1,1
4,6,311,208,40,45,1,1,1
5,2,566,202,49,58,1,1,1
5,1,154,231,55,59,1,1,1
5,3,443,191,52,60,1,1,1
5,0,438,77,51,59,1,1,1
5,6,315,201,35,42,1,1,1
5,5,323,224,79,77,1,1,1
5,4,385,201,30,38,1,1,1
6,1,156,232,55,59,1,1,1
6,2,569,200,50,59,1,1,1
6,3,443,189,50,57,1,1,1
6,6,315,202,36,42,1,1,1
6,0,441,79,55,63,1,1,1
6,5,319,225,85,76,1,1,1
6,4,387,199,30,41,1,1,1
7,1,156,232,58,60,1,1,1
7,2,571,202,51,57,1,1,1
7,3,448,187,48,59,1,1,1
7,6,317,201,35,43,1,1,1
7,0,439,74,48,57,1,1,1
7,4,391,205,26,35,1,1,1
7,5,323,220,82,79,1,1,1
8,2,573,200,52,60,1,1,1
8,3,452,187,47,54,1,1,1
8,1,157,232,60,62,1,1,1
8,6,319,203,35,42,1,1,1
8,0,446,77,41,59,1,1,1
8,4,390,201,35,39,1,1,1
8,5,325,220,85,82,1,1,1
9,1,157,231,62,62,1,1,1
9,2,575,200,53,62,1,1,1
9,3,453,186,51,56,1,1,1
9,6,318,199,36,44,1,1,1
9,0,447,76,43,56,1,1,1
9,5,326,228,82,85,1,1,1
9,4,393,202,29,36,1,1,1
10,1,159,232,61,62,1,1,1
10,2,578,200,52,61,1,1,1
10,3,457,186,50,57,1,1,1
10,0,447,74,53,64,1,1,1
10,6,319,201,38,42,1,1,1
10,5,331,231,80,85,1,1,1
10,4,395,196,34,42,1,1,1
11,2,580,200,52,60,1,1,1
11,1,160,232,62,63,1,1,1
11,3,456,185,53,61,1,1,1
11,6,319,200,38,43,1,1,1
11,0,450,75,51,59,1,1,1
11,5,334,227,83,77,1,1,1
11,4,399,196,27,41,1,1,1
12,2,579,200,55,64,1,1,1
12,1,163,232,62,62,1,1,1
12,3,459,187,52,58,1,1,1
12,6,318,200,38,44,1,1,1
12,0,455,77,37,56,1,1,1
12,5,340,234,75,68,1,1,1
12,4,402,199,29,38,1,1,1
13,2,580,200,55,64,1,1,1
13,0,452,72,49,60,1,1,1
13,1,165,232,65,65,1,1,1
13,6,314,200,41,45,1,1,1
13,3,463,188,44,56,1,1,1
13,4,408,201,26,38,1,1,1
13,5,340,227,72,79,1,1,1
14,2,579,200,59,66,1,1,1
14,1,166,233,68,66,1,1,1
14,3,447,188,65,67,1,1,1
14,0,453,70,50,63,1,1,1
14,6,319,207,35,41,1,1,1
14,4,413,205,23,35,1,1,1
14,5,346,228,71,85,1,1,1
15,1,169,234,67,65,1,1,1
15,2,578,201,63,64,1,1,1
15,3,459,190,52,59,1,1,1
15,0,455,68,50,65,1,1,1
15,6,314,201,43,48,1,1,1
15,4,416,205,23,36,1,1,1
15,5,342,225,82,83,1,1,1
16,1,172,234,67,67,1,1,1
16,6,313,202,46,51,1,1,1
16,3,445,191,64,66,1,1,1
16,2,584,202,63,80,1,1,1
16,0,458,77,38,54,1,1,1
16,5,348,228,75,83,1,1,1
16,4,415,204,29,38,1,1,1
17,1,175,234,65,65,1,1,1
17,6,313,202,48,54,1,1,1
17,2,586,205,63,79,1,1,1
17,3,442,191,67,75,1,1,1
17,0,464,79,34,51,1,1,1
17,4,418,210,27,35,1,1,1
17,5,353,237,74,79,1,1,1
18,1,176,234,65,64,1,1,1
18,2,589,204,61,76,1,1,1
18,6,316,203,46,51,1,1,1
18,3,456,191,53,62,1,1,1
18,0,464,80,38,51,1,1,1
18,5,357,230,74,86,1,1,1
18,4,424,210,20,28,1,1,1
19,1,178,235,64,63,1,1,1
19,3,460,190,51,59,1,1,1
19,2,594,205,58,64,1,1,1
19,6,317,204,46,51,1,1,1
19,4,421,210,23,32,1,1,1
19,0,466,79,40,57,1,1,1
19,5,356,230,77,79,1,1,1
20,1,180,235,64,65,1,1,1
20,3,459,191,54,58,1,1,1
20,6,319,205,45,48,1,1,1
20,2,600,206,55,59,1,1,1
20,4,429,207,20,41,1,1,1
20,5,364,236,68,80,1,1,1
20,0,464,79,41,60,1,1,1
